ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
485,53,Female,Divorced,Support,27,156037.9,58,2.79,False,0,Mental,Small,HR,4.6,6.4,False,2,5,2,2,5,10,8,38,True,True,False,Occasional,Tier-1
486,50,Female,Married,Developer,19,96360.88,39,1.01,True,4,Both,Small,Finance,5.3,2.4,False,3,4,1,8,5,2,10,17,False,False,True,Yes,Metro
487,47,Male,Single,Sales,28,93711.21,41,2.36,True,10,,Small,Finance,8.3,8.0,True,5,4,3,0,9,3,4,20,True,False,True,No,Tier-3
488,54,Female,Married,Sales,33,83311.92,64,0.84,False,5,Mental,Medium,Marketing,5.5,7.1,True,5,10,21,4,8,7,2,41,False,False,False,Occasional,Tier-2
489,40,Male,Widowed,Manager,27,122610.95,88,1.06,False,5,,Medium,IT,6.5,6.8,True,6,8,18,5,5,9,10,60,False,True,False,Occasional,Tier-1
490,27,Male,Divorced,HR,25,24218.11,47,1.6,False,10,,Large,Finance,7.4,7.6,False,0,5,9,2,0,10,4,56,True,True,False,Occasional,Tier-3
491,22,Non-Binary,Married,Sales,31,115732.78,43,2.19,False,9,Mental,Medium,Finance,4.4,4.2,True,0,6,4,1,2,0,10,96,True,False,False,Occasional,Tier-1
492,53,Non-Binary,Widowed,Manager,20,113008.05,60,0.32,True,10,Mental,Medium,Admin,5.2,1.3,True,2,4,19,9,7,9,3,28,False,False,True,Yes,Tier-1
493,51,Female,Married,Manager,17,79802.78,46,1.75,True,5,Mental,Small,HR,4.4,8.0,True,1,1,30,9,6,10,10,77,False,False,True,Yes,Metro
494,48,Male,Widowed,Support,11,77986.94,58,0.63,False,3,Physical,Large,Finance,5.9,3.9,False,10,1,15,10,5,5,1,56,True,False,True,Occasional,Tier-1
495,27,Male,Widowed,Developer,34,105275.31,85,0.27,True,9,Both,Small,Sales,4.7,9.6,True,0,6,22,7,9,2,7,64,False,False,True,No,Metro
496,36,Male,Widowed,Support,21,132781.62,77,1.36,True,5,Both,Small,Marketing,8.4,3.0,True,3,9,1,0,4,7,4,64,False,True,True,Occasional,Tier-3
497,49,Non-Binary,Divorced,HR,28,43236.35,87,0.55,False,1,,Small,IT,4.7,5.7,True,1,3,26,4,3,2,2,34,False,True,True,Occasional,Tier-1
498,18,Non-Binary,Divorced,Sales,18,45314.04,53,0.51,False,7,Both,Large,Marketing,4.8,7.7,False,0,6,8,10,4,9,7,92,True,True,True,Yes,Tier-1
499,22,Non-Binary,Divorced,Developer,17,183616.88,49,0.95,True,7,Physical,Small,Admin,4.3,8.4,False,1,0,21,4,0,6,0,91,False,False,False,Occasional,Tier-1
500,62,Non-Binary,Widowed,Analyst,17,76200.24,61,0.67,True,5,Mental,Small,Finance,7.8,7.0,False,2,1,18,2,2,9,9,17,True,False,True,Occasional,Tier-3
501,21,Non-Binary,Divorced,HR,15,67536.3,36,0.13,True,10,Mental,Medium,Finance,8.4,5.6,False,5,8,21,2,10,10,1,40,True,True,True,No,Tier-2
502,33,Non-Binary,Married,Manager,18,96068.82,55,0.13,True,6,Both,Medium,HR,6.9,9.2,True,3,8,7,6,8,4,5,13,False,False,True,Yes,Tier-2
503,41,Female,Widowed,Developer,8,160927.68,36,0.42,True,10,Physical,Medium,HR,8.9,2.4,True,0,1,26,3,0,5,3,10,True,True,False,No,Tier-2
504,33,Female,Married,Sales,32,150156.2,50,0.54,False,4,Physical,Small,Admin,4.9,9.8,True,10,4,26,3,4,10,8,81,False,True,False,Occasional,Tier-1
505,19,Female,Divorced,Manager,12,161617.5,44,1.05,False,5,,Medium,IT,5.3,5.3,True,8,8,6,10,9,4,5,69,False,True,True,Yes,Tier-1
506,45,Female,Married,Manager,10,159707.51,53,0.3,True,7,Physical,Medium,HR,7.6,1.1,False,3,8,8,7,8,7,2,85,False,True,False,No,Tier-2
507,49,Male,Divorced,Sales,32,156876.66,72,1.38,False,2,,Small,HR,5.2,8.2,True,2,5,20,1,6,8,2,79,True,True,False,No,Tier-3
508,44,Non-Binary,Married,Analyst,36,140844.45,72,3.0,True,6,Physical,Large,IT,7.2,3.2,True,2,1,29,2,4,0,3,90,False,True,True,Occasional,Metro
509,37,Non-Binary,Single,Support,29,68065.5,86,2.14,True,1,Mental,Large,Finance,5.7,9.6,True,7,0,20,9,6,9,9,53,True,False,True,Yes,Tier-2
510,41,Female,Married,HR,38,84049.56,44,0.42,False,3,Both,Small,IT,6.6,5.2,True,0,2,15,10,5,4,1,83,False,True,False,Yes,Tier-1
511,29,Male,Widowed,HR,8,154850.88,35,2.31,True,6,Both,Small,Marketing,5.5,3.7,True,8,4,27,6,1,6,4,70,True,False,True,No,Tier-1
512,52,Female,Divorced,Manager,22,120463.69,90,2.78,False,0,Physical,Small,Marketing,5.0,8.5,True,5,10,18,9,0,3,4,36,True,False,False,Occasional,Tier-2
513,50,Non-Binary,Widowed,Developer,23,30936.66,54,2.35,True,9,Mental,Large,Admin,7.6,2.2,False,5,9,7,4,10,0,1,87,True,False,False,Occasional,Metro
514,50,Female,Single,Analyst,31,188477.73,71,1.11,False,6,Both,Small,Finance,6.3,9.8,True,7,5,0,4,9,2,1,55,False,True,False,No,Tier-1
515,60,Male,Single,Analyst,37,157852.52,81,2.05,False,7,,Small,Finance,8.0,6.7,False,8,1,28,0,0,6,10,31,False,True,True,No,Tier-1
516,54,Non-Binary,Widowed,Manager,3,168862.18,41,2.49,False,3,Physical,Large,Admin,4.2,7.5,True,3,3,5,3,6,8,2,90,True,True,True,Yes,Metro
517,29,Male,Divorced,Support,40,197285.31,68,0.45,True,4,,Small,Admin,6.6,4.5,False,1,0,4,2,7,10,0,38,True,False,False,Occasional,Tier-1
518,20,Female,Divorced,Developer,26,132053.34,38,1.87,True,9,Physical,Medium,HR,4.5,1.1,True,2,0,26,5,4,0,1,30,False,False,False,No,Metro
519,18,Non-Binary,Married,Support,10,118482.62,82,0.77,True,8,Both,Large,IT,5.5,9.0,False,6,2,28,5,1,0,5,14,True,True,True,No,Tier-2
520,50,Male,Married,Support,20,102053.47,57,2.42,True,2,Both,Medium,IT,4.6,4.9,True,4,2,20,10,3,8,5,7,True,False,True,Yes,Tier-3
521,57,Male,Single,Sales,13,128216.48,44,1.46,True,8,Mental,Small,IT,4.9,4.4,False,7,6,2,8,10,10,7,45,False,False,True,No,Tier-1
522,27,Male,Widowed,Support,17,143971.83,39,2.65,False,9,Mental,Medium,IT,5.3,4.0,True,3,4,30,8,3,2,3,14,True,True,False,No,Tier-3
523,60,Non-Binary,Married,Sales,23,46374.35,64,0.97,True,4,,Large,HR,5.2,4.9,False,2,6,12,2,8,5,1,82,True,True,False,No,Tier-1
524,61,Non-Binary,Married,Manager,19,123794.5,75,1.54,True,9,,Medium,HR,5.1,6.7,False,3,9,25,2,10,8,9,32,True,True,True,Occasional,Metro
525,46,Female,Married,Support,40,125844.51,62,0.21,True,8,Mental,Small,IT,8.1,8.3,False,2,2,3,10,7,10,2,32,True,True,True,Yes,Metro
526,30,Female,Single,Developer,25,66688.6,39,0.35,False,5,Mental,Small,IT,6.2,2.6,True,2,3,29,6,9,9,0,76,True,False,True,Occasional,Metro
527,29,Non-Binary,Married,Analyst,30,34166.6,52,0.73,False,2,Both,Small,Admin,4.9,1.4,True,4,1,10,3,4,5,6,23,True,False,True,Occasional,Tier-1
528,48,Male,Married,Analyst,15,38573.89,77,2.76,True,8,,Medium,Marketing,6.2,3.0,True,0,4,12,5,2,2,10,9,False,True,False,No,Tier-2
529,63,Non-Binary,Divorced,Analyst,40,114421.64,89,1.19,False,4,,Medium,IT,6.5,9.5,False,0,3,24,8,8,2,3,84,False,True,False,No,Tier-3
530,19,Non-Binary,Single,HR,38,22251.66,73,0.61,False,9,Physical,Small,Admin,7.3,8.1,True,1,6,28,10,4,1,7,28,True,False,True,Occasional,Metro
531,52,Non-Binary,Divorced,Analyst,18,57212.83,54,2.94,True,8,Both,Medium,Finance,6.7,8.7,True,5,6,26,4,1,10,1,62,False,False,True,Occasional,Tier-3
532,40,Non-Binary,Single,Sales,6,191109.59,68,0.64,False,9,Mental,Small,HR,4.8,7.4,False,9,8,21,3,5,6,8,97,False,False,True,Yes,Metro
533,34,Female,Divorced,Developer,15,156073.1,73,1.44,True,4,,Medium,Marketing,7.3,2.2,False,3,6,7,9,2,1,7,100,True,False,True,Occasional,Tier-3
534,43,Female,Divorced,Analyst,23,159499.69,82,2.47,True,9,Mental,Medium,Admin,6.6,3.8,False,4,6,21,8,9,7,10,21,True,False,True,Occasional,Tier-2
535,25,Male,Divorced,Support,5,27469.58,60,0.54,False,9,Physical,Small,Finance,5.7,6.3,False,0,1,28,0,10,1,10,56,False,False,False,No,Tier-3
536,46,Non-Binary,Divorced,Manager,39,51514.36,63,2.64,False,7,Mental,Small,HR,6.2,9.4,True,8,8,24,8,6,2,9,43,True,True,True,No,Tier-3
537,43,Non-Binary,Married,Support,15,105607.26,54,2.38,True,9,Physical,Medium,Sales,8.3,9.7,False,3,4,30,1,9,2,10,91,False,False,True,No,Tier-2
538,27,Female,Widowed,Manager,35,177300.2,64,2.76,True,2,Mental,Small,Admin,7.3,2.0,True,2,1,8,3,6,9,2,62,True,True,True,No,Tier-1
539,43,Female,Married,Sales,38,109301.86,88,1.64,True,8,,Large,Sales,4.5,4.8,True,5,9,26,8,0,2,2,4,False,False,True,Occasional,Metro
540,51,Non-Binary,Married,Analyst,14,103662.67,62,1.49,False,5,Mental,Medium,HR,7.9,6.7,True,5,4,12,6,4,10,6,85,False,False,True,Yes,Metro
541,58,Female,Divorced,Sales,39,25266.56,46,2.29,True,9,Both,Small,HR,8.2,6.8,False,10,4,4,6,6,6,2,100,False,True,False,Occasional,Metro
542,24,Non-Binary,Single,Sales,3,199011.42,89,2.21,True,10,Mental,Large,Marketing,6.2,9.2,True,1,7,15,5,6,4,6,78,False,False,False,Occasional,Metro
543,21,Male,Single,Sales,1,72550.05,90,0.88,True,4,,Small,Admin,4.6,7.6,True,1,7,7,7,6,9,10,62,True,True,False,Yes,Tier-1
544,62,Male,Widowed,HR,13,113608.06,49,2.59,True,5,,Medium,Admin,7.8,7.8,True,9,7,6,9,8,2,1,32,True,False,False,Occasional,Tier-2
545,28,Male,Divorced,Analyst,21,120237.45,77,1.16,True,8,Mental,Small,HR,6.5,5.8,False,10,8,9,5,6,7,1,8,False,False,True,Yes,Tier-3
546,46,Non-Binary,Divorced,Manager,1,80181.44,51,0.99,True,2,Both,Large,HR,7.5,4.1,False,0,5,19,4,5,7,3,3,False,True,True,No,Tier-3
547,53,Female,Widowed,Support,19,138550.39,62,2.73,False,3,Physical,Large,HR,8.6,9.3,False,10,10,7,0,9,5,8,60,True,False,False,Occasional,Tier-3
548,42,Male,Married,HR,3,184774.34,67,0.9,False,4,Both,Small,HR,5.6,5.4,True,7,5,6,5,7,5,5,41,True,True,False,No,Tier-1
549,38,Non-Binary,Divorced,Sales,33,179392.86,42,0.65,True,1,Physical,Small,Marketing,5.4,4.3,True,6,9,29,1,5,5,5,15,False,True,False,Occasional,Metro
550,53,Male,Widowed,Manager,17,160875.76,73,2.7,True,6,,Small,Marketing,4.7,0.0,True,10,7,4,0,10,6,0,8,True,True,False,No,Tier-2
551,27,Male,Married,Support,19,53580.0,78,1.72,True,6,,Medium,HR,8.2,7.2,False,6,3,28,10,9,3,7,71,True,True,False,Occasional,Tier-3
552,54,Female,Married,Sales,25,179500.26,89,1.74,True,6,Both,Large,IT,6.9,4.6,True,0,7,16,9,7,4,0,90,True,False,True,Yes,Metro
553,26,Non-Binary,Divorced,HR,6,162786.53,85,2.46,False,2,,Small,HR,6.3,5.1,True,10,9,23,8,2,4,2,5,True,True,False,Yes,Tier-1
554,41,Female,Single,Developer,18,171128.67,54,0.97,True,2,Both,Medium,HR,8.5,3.8,True,4,3,27,1,9,7,0,28,True,True,True,No,Tier-1
555,52,Female,Widowed,Sales,23,100251.1,55,2.73,True,0,Mental,Large,Admin,4.6,6.3,True,8,6,15,4,10,2,0,7,False,True,True,Occasional,Tier-3
556,52,Female,Single,Sales,10,189953.64,64,0.2,False,5,Physical,Large,IT,6.4,6.1,False,1,8,8,7,3,1,6,34,True,True,False,Yes,Metro
557,65,Male,Widowed,Support,15,99682.55,47,1.04,False,0,Physical,Small,HR,5.1,1.5,False,10,0,15,6,4,1,4,5,False,True,True,No,Tier-3
558,53,Male,Divorced,Manager,0,112850.37,74,0.99,True,7,,Small,Marketing,7.6,5.6,False,8,10,0,2,6,4,4,4,False,True,True,No,Metro
559,35,Male,Married,Manager,35,86524.45,52,2.67,False,9,,Large,HR,4.5,10.0,True,7,4,12,1,2,3,0,96,True,False,True,Occasional,Tier-3
560,56,Non-Binary,Married,Sales,27,25020.04,47,1.69,True,4,Both,Small,Finance,7.5,2.9,False,3,6,10,0,7,4,6,63,True,True,False,Occasional,Metro
561,49,Female,Single,Analyst,12,91462.79,57,1.11,False,7,Mental,Medium,Sales,7.4,1.6,False,8,1,6,3,0,8,3,56,True,False,True,Occasional,Tier-2
562,41,Male,Married,Manager,10,113577.0,89,0.85,False,6,Mental,Medium,IT,9.0,7.8,False,9,4,19,7,9,7,1,93,False,True,True,No,Metro
563,40,Female,Single,Developer,5,79023.16,41,1.6,False,7,Both,Medium,Marketing,5.8,6.4,False,0,2,25,9,5,4,2,20,False,False,True,Occasional,Tier-1
564,49,Female,Divorced,Developer,29,43453.63,76,2.04,True,3,Physical,Medium,Marketing,7.6,6.3,True,9,10,19,6,9,0,0,80,True,True,True,Occasional,Metro
565,54,Female,Widowed,Sales,36,62285.9,61,0.41,True,1,Both,Medium,Sales,5.3,2.0,False,5,9,18,10,0,8,9,41,False,False,True,Yes,Tier-2
566,29,Female,Divorced,Manager,33,152440.61,78,0.93,True,7,Physical,Small,Marketing,8.7,4.9,True,9,9,5,9,0,9,8,36,False,False,False,No,Tier-1
567,30,Female,Married,Developer,27,168950.35,81,2.58,True,0,Both,Medium,Sales,5.2,9.2,False,1,9,5,0,2,6,1,45,True,False,True,Occasional,Tier-3
568,40,Male,Divorced,HR,8,86936.07,65,0.93,False,4,Physical,Large,IT,8.3,9.3,False,5,3,5,3,10,5,0,83,True,False,True,Occasional,Tier-2
569,42,Non-Binary,Divorced,Support,30,130307.72,39,0.27,True,2,Both,Medium,HR,5.0,9.9,True,4,8,12,3,6,9,2,7,True,False,False,No,Tier-2
570,52,Non-Binary,Married,Support,5,138243.86,50,2.02,False,10,Physical,Medium,Marketing,5.1,9.7,False,4,7,30,0,9,8,0,8,False,False,True,Yes,Tier-1
571,58,Non-Binary,Married,Developer,5,70933.13,73,2.86,True,7,,Medium,Finance,7.5,9.2,False,6,5,14,8,4,8,7,21,True,True,False,Occasional,Tier-1
572,47,Non-Binary,Single,Manager,35,39468.33,58,1.62,False,6,,Small,Finance,6.1,3.9,True,0,9,15,1,10,4,2,41,False,True,True,No,Tier-3
573,34,Female,Widowed,Sales,19,164817.19,72,1.64,True,1,Mental,Medium,Admin,8.5,9.6,True,10,4,29,7,8,5,7,100,True,True,False,No,Tier-1
574,37,Male,Divorced,Developer,39,65388.41,48,2.85,False,7,Mental,Large,Finance,4.4,8.9,False,0,5,18,0,2,3,10,31,False,True,True,Yes,Tier-3
575,65,Male,Divorced,Sales,31,182938.39,65,0.03,True,5,,Small,Finance,4.5,9.1,False,7,6,1,3,0,4,10,45,False,False,True,No,Metro
576,42,Female,Married,HR,31,29397.96,67,0.1,False,0,,Small,IT,6.8,0.2,True,7,6,14,1,2,6,7,75,True,False,True,Yes,Tier-2
577,39,Female,Widowed,Support,4,26302.7,67,1.65,True,9,Both,Large,HR,5.1,6.8,False,7,3,5,10,10,7,7,52,True,False,False,Occasional,Tier-3
578,30,Male,Divorced,Developer,37,122978.02,40,2.41,False,3,Mental,Small,IT,4.2,4.6,False,7,6,8,5,1,7,9,87,False,True,True,Occasional,Tier-1
579,36,Male,Single,Sales,36,111215.48,71,0.27,True,3,,Small,Sales,5.4,6.2,True,1,7,17,9,3,4,0,16,False,True,True,Occasional,Tier-2
580,53,Non-Binary,Single,Developer,9,98068.38,45,1.7,True,2,Both,Medium,HR,6.0,0.4,True,6,2,24,4,4,8,0,93,False,False,True,Occasional,Tier-1
581,29,Non-Binary,Married,Support,36,41811.06,55,1.95,False,5,Both,Small,Sales,4.5,1.2,False,5,5,0,7,6,4,10,90,False,True,True,Yes,Metro
582,58,Non-Binary,Divorced,Developer,1,56427.35,62,1.51,False,5,Physical,Small,IT,6.0,8.5,True,5,0,3,7,0,5,10,44,True,True,True,Yes,Tier-2
583,36,Male,Single,Manager,6,182637.86,47,1.47,True,1,Both,Small,Admin,8.3,2.4,True,7,6,2,0,10,8,10,28,False,False,False,No,Tier-3
584,29,Non-Binary,Divorced,Support,10,113936.74,45,0.36,True,0,Both,Large,Marketing,8.7,10.0,False,6,7,1,0,6,2,8,22,True,True,True,Occasional,Metro
585,26,Male,Married,Manager,0,154277.14,56,2.33,True,2,Both,Medium,Finance,5.4,9.0,True,0,9,27,4,0,9,8,90,True,False,True,No,Tier-2
586,24,Male,Married,Analyst,13,33828.7,60,2.38,True,10,Mental,Large,IT,6.8,9.3,False,1,8,0,4,6,8,3,27,True,True,False,No,Tier-2
587,45,Female,Widowed,Manager,20,70026.52,40,1.26,False,5,Both,Medium,HR,5.0,6.3,True,9,6,6,1,5,8,2,85,False,True,True,Yes,Metro
588,31,Male,Divorced,Manager,5,113217.7,39,1.07,True,2,Both,Small,HR,6.7,6.7,True,1,10,13,1,3,7,1,81,True,False,True,Yes,Tier-2
589,48,Female,Single,Analyst,25,25651.88,84,0.92,True,4,,Medium,Marketing,5.2,0.8,True,10,5,10,3,1,9,8,67,False,False,True,Occasional,Tier-2
590,36,Female,Married,Analyst,16,133297.86,77,2.33,True,2,Physical,Small,Admin,7.9,7.6,True,6,9,11,4,4,3,0,62,False,False,True,No,Tier-2
591,64,Male,Divorced,Developer,25,96557.06,75,2.48,True,6,Physical,Medium,Finance,7.0,9.7,True,4,3,9,5,3,10,8,47,True,False,True,Yes,Tier-3
592,33,Male,Divorced,Developer,6,194194.21,85,1.97,True,4,Mental,Medium,Sales,5.3,10.0,False,10,7,29,5,10,0,9,10,False,True,False,Yes,Tier-3
593,22,Non-Binary,Single,Developer,0,171754.41,52,0.11,False,1,,Small,Finance,7.9,9.4,False,4,0,16,9,7,6,10,91,False,True,False,No,Tier-1
594,52,Male,Married,Manager,14,79212.93,61,2.56,False,1,Physical,Large,HR,7.1,6.1,False,6,8,6,10,3,8,9,56,True,True,True,Occasional,Metro
595,29,Non-Binary,Widowed,Sales,30,129091.6,53,1.2,False,3,Physical,Medium,Marketing,5.0,1.8,True,8,9,3,2,8,3,0,79,True,False,False,No,Tier-3
596,42,Non-Binary,Divorced,Support,35,128295.76,73,1.22,True,7,Both,Large,Finance,8.4,0.1,False,7,4,2,5,3,2,0,5,False,True,False,No,Tier-2
597,38,Male,Married,Sales,5,159933.55,64,2.6,True,6,Mental,Medium,Finance,7.3,1.1,True,0,3,23,5,6,0,9,30,False,True,False,Yes,Metro
598,53,Non-Binary,Widowed,Support,18,162295.01,35,2.46,True,3,Physical,Large,Marketing,4.5,5.5,False,9,7,22,0,9,1,1,95,True,True,False,Yes,Tier-2
599,40,Female,Married,Manager,5,46318.68,67,0.03,True,6,,Small,Admin,4.0,7.1,False,6,10,18,1,7,1,3,15,False,True,False,No,Tier-1
600,33,Female,Married,HR,29,148471.92,71,1.27,False,4,Mental,Large,Admin,5.6,7.6,False,0,1,6,9,2,4,8,76,False,False,False,No,Tier-1
601,56,Male,Divorced,Developer,34,55789.59,52,2.79,True,4,,Medium,Admin,6.3,4.4,True,6,7,30,1,10,5,1,55,True,True,True,Occasional,Tier-2
602,62,Male,Divorced,Manager,16,78421.31,79,2.24,True,3,Physical,Medium,Sales,5.7,4.9,True,3,6,29,5,1,8,2,80,False,True,True,No,Tier-2
603,59,Male,Single,HR,15,28748.67,49,1.0,False,6,Physical,Small,HR,5.6,4.1,True,4,4,25,6,6,10,4,47,False,True,False,Yes,Tier-1
604,56,Female,Single,Developer,9,78164.8,65,0.6,True,5,Physical,Large,Sales,4.3,6.7,False,9,7,22,5,7,1,8,23,False,True,False,Yes,Tier-3
605,31,Non-Binary,Married,Analyst,35,80374.0,53,2.93,True,4,Both,Small,Admin,7.5,5.8,False,3,10,17,8,4,0,2,68,True,True,True,Yes,Tier-1
606,48,Female,Divorced,Manager,17,189746.8,75,2.48,False,10,Physical,Medium,Marketing,7.3,2.6,False,7,4,30,6,10,6,6,29,True,False,False,Yes,Tier-3
607,22,Non-Binary,Married,HR,9,67007.43,52,2.57,False,4,Both,Medium,HR,5.2,9.6,True,5,1,21,6,5,6,2,17,True,False,False,Yes,Tier-3
608,52,Non-Binary,Divorced,Sales,36,188350.14,71,1.22,True,0,Both,Large,Finance,6.4,2.8,False,3,2,28,7,7,2,5,28,False,False,False,Occasional,Tier-3
609,40,Male,Widowed,Manager,3,49024.43,56,2.05,False,4,Mental,Large,Admin,5.9,8.9,False,8,7,12,7,0,6,5,76,True,True,False,Occasional,Tier-3
610,46,Male,Divorced,Sales,7,90859.97,64,1.05,False,1,Both,Small,Marketing,7.7,3.7,True,1,9,6,9,9,1,7,67,True,True,True,Yes,Tier-2
611,60,Male,Married,HR,23,126273.41,84,1.46,False,4,Physical,Medium,Marketing,4.6,3.1,True,2,0,19,4,7,7,6,56,False,True,False,Yes,Tier-2
612,28,Female,Single,Manager,33,84635.25,72,0.13,False,5,Both,Large,Sales,8.4,0.0,False,0,4,2,0,0,1,1,39,False,True,False,Occasional,Tier-1
613,35,Female,Divorced,Manager,11,50608.2,48,2.19,False,1,Physical,Medium,IT,5.8,2.4,True,5,7,4,10,8,3,7,28,True,True,False,Occasional,Tier-1
614,64,Female,Married,Manager,23,24383.8,63,2.44,True,6,Physical,Large,Admin,4.9,9.7,True,3,3,18,7,6,6,4,56,False,True,False,No,Tier-3
615,29,Male,Widowed,Support,26,130602.05,88,2.32,False,4,Both,Medium,Finance,4.9,5.8,True,10,1,28,7,6,8,8,38,True,False,False,No,Metro
616,26,Male,Single,Manager,37,151825.63,71,1.43,True,0,Both,Medium,Sales,8.7,5.7,False,6,7,29,9,5,0,5,13,True,False,False,No,Tier-1
617,27,Non-Binary,Single,Analyst,16,43129.51,74,1.75,False,0,Mental,Medium,IT,4.6,2.1,True,3,2,17,10,3,9,1,95,True,True,True,Yes,Tier-3
618,61,Non-Binary,Widowed,Manager,15,48380.27,89,0.24,False,2,Physical,Medium,Admin,5.2,6.5,True,1,5,22,9,4,2,8,7,False,True,True,Yes,Tier-2
619,34,Male,Divorced,HR,40,150032.94,72,1.71,False,3,Both,Small,HR,6.6,8.3,False,3,1,28,10,3,9,10,34,True,True,True,Occasional,Tier-3
620,55,Female,Widowed,HR,26,43384.43,37,0.19,True,5,Physical,Medium,Finance,5.3,3.0,True,4,10,10,4,3,4,4,49,False,True,False,Yes,Tier-2
621,24,Male,Married,Analyst,34,119463.31,78,1.12,True,4,Physical,Large,Marketing,4.9,2.7,False,0,4,0,5,5,5,9,28,True,True,False,No,Tier-1
622,63,Female,Widowed,Manager,25,102413.82,48,2.02,False,9,Mental,Medium,Marketing,6.8,6.1,True,0,6,25,9,7,9,1,97,False,True,False,Occasional,Tier-3
623,30,Male,Single,Manager,5,80686.14,43,2.95,True,4,Both,Small,Admin,8.4,7.4,True,8,9,21,8,8,5,4,11,True,False,False,No,Tier-2
624,57,Male,Divorced,Developer,0,52963.46,86,2.95,False,2,Physical,Large,Marketing,6.9,8.7,True,4,4,27,10,3,2,6,40,False,False,True,No,Metro
625,59,Non-Binary,Married,Developer,35,106527.11,89,2.22,True,7,Both,Small,Admin,8.0,3.2,True,1,4,28,3,2,8,2,16,False,True,True,No,Tier-1
626,26,Female,Divorced,Sales,18,99997.33,78,0.68,True,2,Physical,Medium,HR,7.7,6.4,True,0,1,26,7,0,4,8,73,False,False,True,Yes,Tier-3
627,44,Female,Widowed,Analyst,33,186494.27,57,0.5,True,4,Both,Large,IT,8.9,5.7,True,3,6,27,4,4,7,6,97,True,False,False,Occasional,Tier-3
628,19,Male,Widowed,Developer,5,96706.66,55,1.88,True,1,Both,Small,Admin,4.4,4.8,True,10,1,16,2,5,6,1,6,False,False,False,Yes,Metro
629,22,Non-Binary,Married,HR,4,194962.94,61,2.67,False,1,Physical,Medium,IT,5.0,2.3,False,9,3,10,6,7,10,5,74,False,False,False,No,Tier-3
630,46,Male,Widowed,HR,38,56083.93,72,2.72,True,5,Mental,Large,Finance,7.1,2.8,True,9,2,9,6,8,5,0,57,False,True,False,Occasional,Tier-1
631,54,Male,Divorced,HR,30,164509.3,53,2.64,True,3,Both,Medium,Marketing,5.8,9.6,True,7,0,1,7,4,7,5,99,True,False,True,No,Metro
632,55,Female,Widowed,Analyst,38,44817.8,78,2.0,False,9,,Medium,HR,5.3,3.4,False,8,3,20,9,6,3,0,20,False,True,True,No,Tier-3
633,36,Male,Divorced,Support,6,48816.43,77,0.36,False,6,Mental,Medium,Marketing,8.7,0.8,False,4,7,6,0,8,5,4,49,True,False,False,No,Tier-2
634,25,Non-Binary,Widowed,HR,4,165906.11,74,2.48,True,1,Physical,Medium,Admin,5.3,3.3,True,5,4,6,4,2,1,4,65,True,True,False,Yes,Tier-3
635,65,Male,Married,Developer,34,126944.4,61,2.53,False,4,Both,Large,Sales,5.5,5.5,True,9,9,15,4,1,6,8,83,False,True,True,No,Tier-1
636,62,Non-Binary,Divorced,Developer,27,146806.79,38,1.25,False,4,Both,Medium,HR,4.2,3.2,False,1,10,21,2,6,7,9,96,False,False,False,Occasional,Metro
637,18,Female,Married,Sales,26,65491.26,55,2.67,True,10,Both,Large,Admin,5.2,7.9,False,7,7,9,0,7,4,4,12,False,True,True,No,Tier-3
638,39,Female,Single,Sales,5,166218.55,42,0.57,False,4,,Medium,Marketing,8.2,1.5,False,3,1,21,9,3,0,2,66,True,True,True,No,Tier-1
639,34,Male,Single,Analyst,39,119971.12,52,1.44,False,0,,Large,HR,7.3,3.8,True,10,0,28,4,6,5,2,92,False,False,True,Occasional,Tier-3
640,24,Non-Binary,Widowed,Sales,17,143429.7,81,1.33,True,4,Both,Small,Admin,8.4,3.9,True,8,0,3,9,0,7,2,22,False,False,True,No,Tier-3
641,42,Female,Divorced,Analyst,16,47567.86,74,1.33,True,2,,Large,Finance,5.2,8.5,False,0,0,23,8,0,7,8,40,True,False,False,No,Tier-2
642,62,Non-Binary,Widowed,Manager,0,129937.45,76,0.03,False,5,Both,Large,Finance,6.9,0.3,True,0,6,26,8,7,2,4,3,True,False,False,No,Tier-1
643,21,Female,Married,Sales,18,29510.43,63,2.23,False,5,,Small,HR,7.0,5.0,True,0,9,14,2,2,8,10,74,False,True,False,No,Metro
644,53,Female,Widowed,Analyst,4,68726.97,78,2.7,False,4,Physical,Small,Finance,8.2,9.9,False,1,9,5,1,10,6,1,15,True,False,True,Yes,Tier-1
645,23,Non-Binary,Single,Developer,9,167983.5,38,0.22,False,9,Mental,Large,Finance,5.1,9.3,False,2,9,17,10,0,1,0,24,True,True,True,Occasional,Tier-2
646,48,Non-Binary,Married,Sales,9,53737.51,74,1.93,False,10,Physical,Small,Finance,5.7,9.8,True,6,6,22,9,9,1,8,45,True,False,True,No,Tier-3
